state,STATE,OCC_TITLE,A_MEAN
GA,Georgia,Transportation / Logistics,Commercial Pilots,91250
HI,Hawaii,Transportation / Logistics,Commercial Pilots,85390
ID,Idaho,Transportation / Logistics,Commercial Pilots,73590
IL,Illinois,Transportation / Logistics,Commercial Pilots,98450
IN,Indiana,Transportation / Logistics,Commercial Pilots,68000
IA,Iowa,Transportation / Logistics,Commercial Pilots,78960
KS,Kansas,Transportation / Logistics,Commercial Pilots,75640
KY,Kentucky,Transportation / Logistics,Commercial Pilots,68420
LA,Louisiana,Transportation / Logistics,Commercial Pilots,78930
ME,Maine,Transportation / Logistics,Commercial Pilots,59880
MD,Maryland,Transportation / Logistics,Commercial Pilots,80780
MA,Massachusetts,Transportation / Logistics,Commercial Pilots,71040
MI,Michigan,Transportation / Logistics,Commercial Pilots,75500
MN,Minnesota,Transportation / Logistics,Commercial Pilots,81430
MS,Mississippi,Transportation / Logistics,Commercial Pilots,86020
MO,Missouri,Transportation / Logistics,Commercial Pilots,72110
MT,Montana,Transportation / Logistics,Commercial Pilots,77930
NE,Nebraska,Transportation / Logistics,Commercial Pilots,69230
NV,Nevada,Transportation / Logistics,Commercial Pilots,77500
NH,New Hampshire,Transportation / Logistics,Commercial Pilots,69560
NJ,New Jersey,Transportation / Logistics,Commercial Pilots,111120
NM,New Mexico,Transportation / Logistics,Commercial Pilots,87410
NY,New York,Transportation / Logistics,Commercial Pilots,94160
NC,North Carolina,Transportation / Logistics,Commercial Pilots,80390
ND,North Dakota,Transportation / Logistics,Commercial Pilots,58690
OH,Ohio,Transportation / Logistics,Commercial Pilots,60660
OK,Oklahoma,Transportation / Logistics,Commercial Pilots,76480
OR,Oregon,Transportation / Logistics,Commercial Pilots,60910
PA,Pennsylvania,Transportation / Logistics,Commercial Pilots,96430
SC,South Carolina,Transportation / Logistics,Commercial Pilots,85230
SD,South Dakota,Transportation / Logistics,Commercial Pilots,61670
TN,Tennessee,Transportation / Logistics,Commercial Pilots,75150
TX,Texas,Transportation / Logistics,Commercial Pilots,95430
UT,Utah,Transportation / Logistics,Commercial Pilots,0
VT,Vermont,Transportation / Logistics,Commercial Pilots,52810
VA,Virginia,Transportation / Logistics,Commercial Pilots,90960
WA,Washington,Transportation / Logistics,Commercial Pilots,89030
WV,West Virginia,Transportation / Logistics,Commercial Pilots,80260
WI,Wisconsin,Transportation / Logistics,Commercial Pilots,72140
WY,Wyoming,Transportation / Logistics,Commercial Pilots,72870
PR,Puerto Rico,Transportation / Logistics,Commercial Pilots,52440

AL,Alabama,Transportation / Logistics,"Communications Equipment Operators, All Other",36300
CA,California,Transportation / Logistics,"Communications Equipment Operators, All Other",41130
CO,Colorado,Transportation / Logistics,"Communications Equipment Operators, All Other",44440
FL,Florida,Transportation / Logistics,"Communications Equipment Operators, All Other",33050
GA,Georgia,Transportation / Logistics,"Communications Equipment Operators, All Other",41720
IL,Illinois,Transportation / Logistics,"Communications Equipment Operators, All Other",55950
IA,Iowa,Transportation / Logistics,"Communications Equipment Operators, All Other",35910
LA,Louisiana,Transportation / Logistics,"Communications Equipment Operators, All Other",31080
MO,Missouri,Transportation / Logistics,"Communications Equipment Operators, All Other",45660
NJ,New Jersey,Transportation / Logistics,"Communications Equipment Operators, All Other",52100
PA,Pennsylvania,Transportation / Logistics,"Communications Equipment Operators, All Other",46600
TN,Tennessee,Transportation / Logistics,"Communications Equipment Operators, All Other",35420
TX,Texas,Transportation / Logistics,"Communications Equipment Operators, All Other",40730
VA,Virginia,Transportation / Logistics,"Communications Equipment Operators, All Other",48780
WA,Washington,Transportation / Logistics,"Communications Equipment Operators, All Other",36310
WV,West Virginia,Transportation / Logistics,"Communications Equipment Operators, All Other",42960
WI,Wisconsin,Transportation / Logistics,"Communications Equipment Operators, All Other",40490

AL,Alabama,Education / Training,"Communications Teachers, Postsecondary",67810
AK,Alaska,Education / Training,"Communications Teachers, Postsecondary",71710
AZ,Arizona,Education / Training,"Communications Teachers, Postsecondary",70390
AR,Arkansas,Education / Training,"Communications Teachers, Postsecondary",55930
CA,California,Education / Training,"Communications Teachers, Postsecondary",92440
CO,Colorado,Education / Training,"Communications Teachers, Postsecondary",50720
CT,Connecticut,Education / Training,"Communications Teachers, Postsecondary",67000
DC,District of Columbia,Education / Training,"Communications Teachers, Postsecondary",76810
FL,Florida,Education / Training,"Communications Teachers, Postsecondary",67160
GA,Georgia,Education / Training,"Communications Teachers, Postsecondary",71750
HI,Hawaii,Education / Training,"Communications Teachers, Postsecondary",62440
ID,Idaho,Education / Training,"Communications Teachers, Postsecondary",49620
IL,Illinois,Education / Training,"Communications Teachers, Postsecondary",60720
IN,Indiana,Education / Training,"Communications Teachers, Postsecondary",61620
IA,Iowa,Education / Training,"Communications Teachers, Postsecondary",68110
KS,Kansas,Education / Training,"Communications Teachers, Postsecondary",61580
KY,Kentucky,Education / Training,"Communications Teachers, Postsecondary",57920
LA,Louisiana,Education / Training,"Communications Teachers, Postsecondary",64630
ME,Maine,Education / Training,"Communications Teachers, Postsecondary",61120
MD,Maryland,Education / Training,"Communications Teachers, Postsecondary",67880
MA,Massachusetts,Education / Training,"Communications Teachers, Postsecondary",72580
MI,Michigan,Education / Training,"Communications Teachers, Postsecondary",74930
MN,Minnesota,Education / Training,"Communications Teachers, Postsecondary",64660
MS,Mississippi,Education / Training,"Communications Teachers, Postsecondary",54680
MO,Missouri,Education / Training,"Communications Teachers, Postsecondary",67450
MT,Montana,Education / Training,"Communications Teachers, Postsecondary",66420
NE,Nebraska,Education / Training,"Communications Teachers, Postsecondary",61690
NV,Nevada,Education / Training,"Communications Teachers, Postsecondary",60470
NH,New Hampshire,Education / Training,"Communications Teachers, Postsecondary",75060
NJ,New Jersey,Education / Training,"Communications Teachers, Postsecondary",74420
NM,New Mexico,Education / Training,"Communications Teachers, Postsecondary",73550
NY,New York,Education / Training,"Communications Teachers, Postsecondary",77360
NC,North Carolina,Education / Training,"Communications Teachers, Postsecondary",65160
ND,North Dakota,Education / Training,"Communications Teachers, Postsecondary",61910
OH,Ohio,Education / Training,"Communications Teachers, Postsecondary",60470
OK,Oklahoma,Education / Training,"Communications Teachers, Postsecondary",49840
OR,Oregon,Education / Training,"Communications Teachers, Postsecondary",73100
PA,Pennsylvania,Education / Training,"Communications Teachers, Postsecondary",69120
RI,Rhode Island,Education / Training,"Communications Teachers, Postsecondary",70960
SC,South Carolina,Education / Training,"Communications Teachers, Postsecondary",56380
SD,South Dakota,Education / Training,"Communications Teachers, Postsecondary",57320
TN,Tennessee,Education / Training,"Communications Teachers, Postsecondary",53040
TX,Texas,Education / Training,"Communications Teachers, Postsecondary",62390
UT,Utah,Education / Training,"Communications Teachers, Postsecondary",70010
VT,Vermont,Education / Training,"Communications Teachers, Postsecondary",66270
VA,Virginia,Education / Training,"Communications Teachers, Postsecondary",65190
WA,Washington,Education / Training,"Communications Teachers, Postsecondary",54710
WV,West Virginia,Education / Training,"Communications Teachers, Postsecondary",57520
WI,Wisconsin,Education / Training,"Communications Teachers, Postsecondary",74520
WY,Wyoming,Education / Training,"Communications Teachers, Postsecondary",60800
PR,Puerto Rico,Education / Training,"Communications Teachers, Postsecondary",46670

AL,Alabama,Healthcare,Community and Social Service Occupations,41440
AK,Alaska,Healthcare,Community and Social Service Occupations,50230
AZ,Arizona,Healthcare,Community and Social Service Occupations,40960
AR,Arkansas,Healthcare,Community and Social Service Occupations,39110
CA,California,Healthcare,Community and Social Service Occupations,51550
CO,Colorado,Healthcare,Community and Social Service Occupations,46140
CT,Connecticut,Healthcare,Community and Social Service Occupations,51800
DE,Delaware,Healthcare,Community and Social Service Occupations,44300
DC,District of Columbia,Healthcare,Community and Social Service Occupations,54110
FL,Florida,Healthcare,Community and Social Service Occupations,42370
GA,Georgia,Healthcare,Community and Social Service Occupations,42850
HI,Hawaii,Healthcare,Community and Social Service Occupations,45400
ID,Idaho,Healthcare,Community and Social Service Occupations,41340
IL,Illinois,Healthcare,Community and Social Service Occupations,48100
IN,Indiana,Healthcare,Community and Social Service Occupations,41590
IA,Iowa,Healthcare,Community and Social Service Occupations,40820
KS,Kansas,Healthcare,Community and Social Service Occupations,39640
KY,Kentucky,Healthcare,Community and Social Service Occupations,39580
LA,Louisiana,Healthcare,Community and Social Service Occupations,41350
ME,Maine,Healthcare,Community and Social Service Occupations,42180
MD,Maryland,Healthcare,Community and Social Service Occupations,48770
MA,Massachusetts,Healthcare,Community and Social Service Occupations,46790
MI,Michigan,Healthcare,Community and Social Service Occupations,44730
MN,Minnesota,Healthcare,Community and Social Service Occupations,44650
MS,Mississippi,Healthcare,Community and Social Service Occupations,38880
MO,Missouri,Healthcare,Community and Social Service Occupations,39630
MT,Montana,Healthcare,Community and Social Service Occupations,36800
NE,Nebraska,Healthcare,Community and Social Service Occupations,36820
NV,Nevada,Healthcare,Community and Social Service Occupations,49310
NH,New Hampshire,Healthcare,Community and Social Service Occupations,43060
NJ,New Jersey,Healthcare,Community and Social Service Occupations,52760
NM,New Mexico,Healthcare,Community and Social Service Occupations,39750
NY,New York,Healthcare,Community and Social Service Occupations,50120
NC,North Carolina,Healthcare,Community and Social Service Occupations,41790
ND,North Dakota,Healthcare,Community and Social Service Occupations,45060
OH,Ohio,Healthcare,Community and Social Service Occupations,43220
OK,Oklahoma,Healthcare,Community and Social Service Occupations,37740
OR,Oregon,Healthcare,Community and Social Service Occupations,43650
PA,Pennsylvania,Healthcare,Community and Social Service Occupations,41030
RI,Rhode Island,Healthcare,Community and Social Service Occupations,48250
SC,South Carolina,Healthcare,Community and Social Service Occupations,39440
SD,South Dakota,Healthcare,Community and Social Service Occupations,37310
TN,Tennessee,Healthcare,Community and Social Service Occupations,38720
TX,Texas,Healthcare,Community and Social Service Occupations,45770
UT,Utah,Healthcare,Community and Social Service Occupations,40380
VT,Vermont,Healthcare,Community and Social Service Occupations,40720
VA,Virginia,Healthcare,Community and Social Service Occupations,47000
WA,Washington,Healthcare,Community and Social Service Occupations,44900
WV,West Virginia,Healthcare,Community and Social Service Occupations,35870
WI,Wisconsin,Healthcare,Community and Social Service Occupations,43420
WY,Wyoming,Healthcare,Community and Social Service Occupations,43840
GU,Guam,Healthcare,Community and Social Service Occupations,40860
PR,Puerto Rico,Healthcare,Community and Social Service Occupations,28050
VI,Virgin Islands,Healthcare,Community and Social Service Occupations,39460

AL,Alabama,Healthcare,"Community and Social Service Specialists, All Other",36060
AK,Alaska,Healthcare,"Community and Social Service Specialists, All Other",45690
AZ,Arizona,Healthcare,"Community and Social Service Specialists, All Other",36880
AR,Arkansas,Healthcare,"Community and Social Service Specialists, All Other",27770
CA,California,Healthcare,"Community and Social Service Specialists, All Other",49870
CO,Colorado,Healthcare,"Community and Social Service Specialists, All Other",42130
CT,Connecticut,Healthcare,"Community and Social Service Specialists, All Other",50020
DE,Delaware,Healthcare,"Community and Social Service Specialists, All Other",36680
DC,District of Columbia,Healthcare,"Community and Social Service Specialists, All Other",44480
FL,Florida,Healthcare,"Community and Social Service Specialists, All Other",43740
GA,Georgia,Healthcare,"Community and Social Service Specialists, All Other",28620
